asofdate,pnl
1971-02-17 01:00:00+00:00,0.0
1971-02-18 01:00:00+00:00,0.0
1971-02-19 01:00:00+00:00,0.0
1971-02-22 01:00:00+00:00,0.0
1971-02-23 01:00:00+00:00,0.0
1971-02-24 01:00:00+00:00,0.0
1971-02-25 01:00:00+00:00,0.0
1971-02-26 01:00:00+00:00,0.0
1971-03-01 01:00:00+00:00,0.0
1971-03-02 01:00:00+00:00,0.0
1971-03-03 01:00:00+00:00,0.00027544252286723853
1971-03-04 01:00:00+00:00,0.000502277541699082
1971-03-05 01:00:00+00:00,0.0006318975524601354
1971-03-08 01:00:00+00:00,0.0007939225659114522
1971-03-09 01:00:00+00:00,0.0008425300699468473
1971-03-10 01:00:00+00:00,0.0006318975524601354
1971-03-11 01:00:00+00:00,0.0003726575309380286
1971-03-12 01:00:00+00:00,8.10125067256584e-05
1971-03-15 01:00:00+00:00,-0.0001620250134513168
1971-03-16 01:00:00+00:00,-1.6202501345131678e-05
1971-03-17 01:00:00+00:00,0.0003564550295928969
1971-03-18 01:00:00+00:00,0.0006643025551503988
1971-03-19 01:00:00+00:00,0.0012962001076105344
1971-03-22 01:00:00+00:00,0.001911895158725538
1971-03-23 01:00:00+00:00,0.0021387301775573817
1971-03-24 01:00:00+00:00,0.001911895158725538
1971-03-25 01:00:00+00:00,0.0017012626412388262
1971-03-26 01:00:00+00:00,0.0018956926573804064
1971-03-29 01:00:00+00:00,0.0020253126681414597
1971-03-30 01:00:00+00:00,0.0020415151694865917
1971-03-31 01:00:00+00:00,0.0024627802044600152
1971-04-01 01:00:00+00:00,0.0029164502421237023
1971-04-02 01:00:00+00:00,0.003386322781132521
1971-04-05 01:00:00+00:00,0.0040020178322475244
1971-04-06 01:00:00+00:00,0.0047311303927784504
1971-04-07 01:00:00+00:00,0.0049255604089200305
1971-04-08 01:00:00+00:00,0.0051199904250616105
1971-04-12 01:00:00+00:00,0.0052334079344775325
1971-04-13 01:00:00+00:00,0.005298217939858059
1971-04-14 01:00:00+00:00,0.005492647955999639
1971-04-15 01:00:00+00:00,0.0051037879237164786
1971-04-16 01:00:00+00:00,0.0048283454008492405
1971-04-19 01:00:00+00:00,0.0046663203873979235
1971-04-20 01:00:00+00:00,0.0044394853685660795
1971-04-21 01:00:00+00:00,0.0044718903712563434
1971-04-22 01:00:00+00:00,0.0044718903712563434
1971-04-23 01:00:00+00:00,0.0044718903712563434
1971-04-26 00:00:00+00:00,0.0044718903712563434
1971-04-27 00:00:00+00:00,0.0044718903712563434
1971-04-28 00:00:00+00:00,0.0044718903712563434
1971-04-29 00:00:00+00:00,0.004083030338973183
1971-04-30 00:00:00+00:00,0.004066827837628051
1971-05-03 00:00:00+00:00,0.004374675363185553
1971-05-04 00:00:00+00:00,0.0046177128833625285
1971-05-05 00:00:00+00:00,0.0050227754169908205
1971-05-06 00:00:00+00:00,0.0053792304465837175
1971-05-07 00:00:00+00:00,0.0058329004842474046
1971-05-10 00:00:00+00:00,0.00656201304477833
1971-05-11 00:00:00+00:00,0.00714530309320307
1971-05-12 00:00:00+00:00,0.007809605648353469
1971-05-13 00:00:00+00:00,0.007161505594548202
1971-05-14 00:00:00+00:00,0.007112898090512807
1971-05-17 00:00:00+00:00,0.007404543114725177
1971-05-18 00:00:00+00:00,0.007355935610689782
1971-05-19 00:00:00+00:00,0.007647580634902152
1971-05-20 00:00:00+00:00,0.007226315599928729
1971-05-21 00:00:00+00:00,0.00714530309320307
1971-05-24 00:00:00+00:00,0.007193910597238466
1971-05-25 00:00:00+00:00,0.007015683082442017
1971-05-26 00:00:00+00:00,0.00695087307706149
1971-05-27 00:00:00+00:00,0.00695087307706149
1971-05-28 00:00:00+00:00,0.00695087307706149
1971-06-01 00:00:00+00:00,0.00695087307706149
1971-06-02 00:00:00+00:00,0.00695087307706149
1971-06-03 00:00:00+00:00,0.00695087307706149
1971-06-04 00:00:00+00:00,0.00695087307706149
1971-06-07 00:00:00+00:00,0.00695087307706149
1971-06-08 00:00:00+00:00,0.00695087307706149
1971-06-09 00:00:00+00:00,0.00695087307706149
1971-06-10 00:00:00+00:00,0.00695087307706149
1971-06-11 00:00:00+00:00,0.007485555621450836
1971-06-14 00:00:00+00:00,0.007955428160459655
1971-06-15 00:00:00+00:00,0.008490110704848999
1971-06-16 00:00:00+00:00,0.008619730715610053
1971-06-17 00:00:00+00:00,0.008992388246548081
1971-06-18 00:00:00+00:00,0.00926783076941532
1971-06-21 00:00:00+00:00,0.009316438273450715
1971-06-22 00:00:00+00:00,0.009429855782866637
1971-06-23 00:00:00+00:00,0.010175170844742695
1971-06-24 00:00:00+00:00,0.011260738434866517
1971-06-25 00:00:00+00:00,0.010191373346087825
1971-06-28 00:00:00+00:00,0.009203020764034793
1971-06-29 00:00:00+00:00,0.008376693195433077
1971-06-30 00:00:00+00:00,0.007615175632211889
1971-07-01 00:00:00+00:00,0.007679985637592416
1971-07-02 00:00:00+00:00,0.007679985637592416
1971-07-06 00:00:00+00:00,0.007679985637592416
1971-07-07 00:00:00+00:00,0.007679985637592416
1971-07-08 00:00:00+00:00,0.007679985637592416
1971-07-09 00:00:00+00:00,0.007679985637592416
1971-07-12 00:00:00+00:00,0.007874415653733995
1971-07-13 00:00:00+00:00,0.007809605648353469
1971-07-14 00:00:00+00:00,0.008166060677946367
1971-07-15 00:00:00+00:00,0.008652135718300317
1971-07-16 00:00:00+00:00,0.008992388246548081
1971-07-19 00:00:00+00:00,0.009543273292282559
1971-07-20 00:00:00+00:00,0.010256183351468353
1971-07-21 00:00:00+00:00,0.011244535933521385
1971-07-22 00:00:00+00:00,0.011876433485981521
1971-07-23 00:00:00+00:00,0.012994406078795605
1971-07-26 00:00:00+00:00,0.011665800968494809
1971-07-27 00:00:00+00:00,0.01100149841334441
1971-07-28 00:00:00+00:00,0.011163523426795727
1971-07-29 00:00:00+00:00,0.010920485906618751
1971-07-30 00:00:00+00:00,0.011163523426795727
1971-08-02 00:00:00+00:00,0.010774663394512567
1971-08-03 00:00:00+00:00,0.010839473399893093
1971-08-04 00:00:00+00:00,0.011746813475220467
1971-08-05 00:00:00+00:00,0.012394913529025733
1971-08-06 00:00:00+00:00,0.01331845610569824
1971-08-09 00:00:00+00:00,0.014112378671609692
1971-08-10 00:00:00+00:00,0.015133136256352988
1971-08-11 00:00:00+00:00,0.01604047633168036
1971-08-12 00:00:00+00:00,0.016964018908352866
1971-08-13 00:00:00+00:00,0.017838953980989978
1971-08-16 00:00:00+00:00,0.019183761592635906
1971-08-17 00:00:00+00:00,0.020123506670653546
1971-08-18 00:00:00+00:00,0.020885024233874734
1971-08-19 00:00:00+00:00,0.02201919932803395
1971-08-20 00:00:00+00:00,0.02318577942488343
1971-08-23 00:00:00+00:00,0.023688056966582514
1971-08-24 00:00:00+00:00,0.024206537009626727
1971-08-25 00:00:00+00:00,0.024757422055361206
1971-08-26 00:00:00+00:00,0.024789827058051467
1971-08-27 00:00:00+00:00,0.024530587036529362
1971-08-30 00:00:00+00:00,0.024530587036529362
1971-08-31 00:00:00+00:00,0.024530587036529362
1971-09-01 00:00:00+00:00,0.024530587036529362
1971-09-02 00:00:00+00:00,0.024530587036529362
1971-09-03 00:00:00+00:00,0.024530587036529362
1971-09-07 00:00:00+00:00,0.024530587036529362
1971-09-08 00:00:00+00:00,0.024530587036529362
1971-09-09 00:00:00+00:00,0.024530587036529362
1971-09-10 00:00:00+00:00,0.024530587036529362
1971-09-13 00:00:00+00:00,0.024530587036529362
1971-09-14 00:00:00+00:00,0.02373666447061791
1971-09-15 00:00:00+00:00,0.023299196934299354
1971-09-16 00:00:00+00:00,0.023234386928918827
1971-09-17 00:00:00+00:00,0.023704259467927646
1971-09-20 00:00:00+00:00,0.02404451199617541
1971-09-21 00:00:00+00:00,0.023785271974653303
1971-09-22 00:00:00+00:00,0.023898689484069226
1971-09-23 00:00:00+00:00,0.02412552450290107
1971-09-24 00:00:00+00:00,0.02461159954325502
1971-09-27 00:00:00+00:00,0.025259699597060287
1971-09-28 00:00:00+00:00,0.02574577463741424
1971-09-29 00:00:00+00:00,0.0261346346696974
1971-09-30 00:00:00+00:00,0.026669317214086743
